id,State,ST,Fips,County,Precincts,Votes,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,White (Not Latino) Population,African American Population,Native American Population,Asian American Population,Other Race or Races,Latino Population,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Gini.Coefficient,Child.Poverty.living.in.families.below.the.poverty.line,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,White,Black,Hispanic,Asian,Amerindian,Other,White  Asian,Sire Homogeneity,Median Age,lon,lat,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality,elevation,Annual Prcp,Winter Prcp,Summer Prcp,Spring Prcp,Autumn Prcp,Annual Tavg,Annual Tmax,Annual Tmin,Winter Tavg,Winter Tmax,Winter Tmin,Summer Tavg,Summer Tmax,Summer Tmin,Spring Tavg,Spring Tmax,Spring Tmin,Autumn Tavg,Autumn Tmax,Autumn Tmin,Nearest County,temp,precip,reporting,Est Votes Remaining,total16,total08,total12,other08,other12,Winner
119,Florida,FL,12031,"Duval County, Florida",199.0,428734.0,12.8,87.2,24.9,8.0,73.85,30197.958730000002,58.0,28.85,0.3,3.8,2.25,6.85,20.95,9.95,855324,53.9,13.75,0.45,19.55,32.95,16.65,30.0,0.1,9.8,10.45,58.0,28.85,6.85,3.8,0.3,2.25,61.8,0.42628375,35.4,-81.6481132,30.335244899999996,3.9,3.8,0.09,47.6,0.408,0.204,0.284,0.10800000000000001,682.1,708.6,0.193,0.08800000000000001,719.14,13.97,76.4,10.1,11.34,,,,,,695.4,787.6,603.0,562.0,661.6,462.0,815.0,899.4,730.8,684.0,784.4,583.8,717.6,802.0,633.2,12031.0,20.85555556,,199.0,0.0,428734.0,415761.0,411848.0,2606.0,3496.0,1
120,Georgia,GA,13257,"Stephens County, Georgia",1.0,9760.0,25.2,74.8,13.3,5.5,76.7,22294.02222,84.3,11.25,0.2,0.8,1.5,1.95,18.1,14.85,25759,31.7,17.25,0.465,21.85,25.55,19.1,23.7,0.25,11.45,19.9,84.3,11.25,1.95,0.8,0.2,1.5,85.1,0.7239785,40.0,-83.2902156,34.5529139,5.3,,0.1,53.4,0.322,0.18,0.317,0.15,308.2,54.1,0.21899999999999997,0.092,245.91,,92.8,,308.5,5738.0,1573.0,1521.0,1277.0,1367.0,602.0,707.0,498.0,431.0,531.0,331.0,767.0,864.0,670.0,594.0,709.0,478.0,614.0,721.0,508.0,13257.0,15.66666667,1457.4520000000002,1.0,0.0,9760.0,10517.0,9498.0,123.0,146.0,1
121,Florida,FL,12123,"Taylor County, Florida",14.0,9279.0,21.3,78.7,12.0,4.8,71.1,21981.67842,73.4,20.8,0.65,0.6,1.7,2.85,34.0,14.7,21646,76.0,21.0,0.44,32.6,22.6,20.85,27.45,0.9,11.2,16.95,73.4,20.8,2.85,0.6,0.65,1.7,74.0,0.5831995,40.0,-83.6164167,30.016943400000002,5.6,4.8,0.1,71.4,0.486,0.29100000000000004,0.359,0.13,308.5,498.3,0.20199999999999999,0.09300000000000001,806.5,9.3,84.5,,13.7,4942.0,1146.0,1805.5,994.5,996.0,684.0,804.0,564.0,548.5,677.0,420.0,808.0,909.5,705.5,674.0,804.5,543.5,702.0,822.0,583.0,12123.0,20.22222222,1255.268,14.0,0.0,9279.0,9366.0,9120.0,106.0,107.0,1
122,South Dakota,SD,46121,"Todd County, South Dakota",9.0,2125.0,17.0,83.0,18.1,6.4,73.3,18469.07429,11.45,0.2,82.4,0.4,2.15,3.45,67.55,38.55,9804,55.7,48.05,0.498,59.0,36.3,21.85,21.1,4.85,4.7,11.2,11.45,0.2,3.45,0.4,82.4,2.15,11.85,0.69375875,23.4,-100.7172035,43.2081724,3.9,3.1,0.08,118.8,0.628,0.39399999999999996,0.42100000000000004,0.149,1883.5,,0.153,0.09,,,236.3,13.7,830.02,2082.8,133.2,863.4,689.2,397.0,478.2,609.0,347.6,249.0,369.0,128.8,713.0,849.8,576.2,463.2,592.6,334.2,484.4,620.2,348.4,46121.0,8.788888888999999,529.0312,9.0,0.0,2125.0,2828.0,2497.0,49.0,23.0,0
123,Utah,UT,49027,"Millard County, Utah",17.0,5234.0,13.6,86.4,19.3,5.8,72.0,20897.56572,84.7,0.3,0.85,0.75,0.85,12.5,24.6,9.05,12255,24.4,12.85,0.401,16.85,26.7,17.95,20.4,7.05,12.0,15.9,84.7,0.3,12.5,0.75,0.85,0.85,85.45,0.73324375,33.7,-113.52501409999998,39.0945404,4.1,3.5,0.08,40.7,0.205,0.11800000000000001,0.297,0.079,118.6,,0.218,0.049,134.3,,93.6,,1769.9,1014.5,245.25,233.25,281.5,254.5,493.0,628.25,357.5,291.75,408.0,175.5,705.0,857.75,552.5,474.75,609.25,339.75,496.5,633.75,359.0,49027.0,9.611111111,257.683,17.0,0.0,5234.0,4739.0,5026.0,328.0,117.0,1
124,Texas,TX,48309,"McLennan County, Texas",33.0,78255.0,19.7,80.3,20.6,7.0,76.95,22122.09715,59.95,14.5,0.3,1.35,1.3,22.55,33.35,10.55,231637,40.3,20.6,0.46399999999999997,25.65,30.65,17.9,26.6,0.4,10.05,14.35,59.95,14.5,22.55,1.35,0.3,1.3,61.3,0.43163575,32.7,-97.20147209999999,31.549493,5.3,4.9,0.08,51.3,0.377,0.21,0.304,0.09699999999999999,661.9,173.4,0.245,0.065,518.19,6.29,58.7,8.7,184.65,3554.25,742.75,788.75,1029.5,993.25,,,,,,,,,,,,,,,,48309.0,,902.7795,33.0,0.0,78255.0,79674.0,74541.0,632.0,944.0,1
125,Montana,MT,30005,"Blaine County, Montana",8.0,2645.0,14.6,85.4,17.2,3.3,75.8,21984.697780000002,48.0,0.05,48.7,0.05,1.6,1.6,55.7,11.25,6503,50.5,28.3,0.424,42.0,40.4,17.85,18.6,5.55,9.7,7.85,48.0,0.05,1.6,0.05,48.7,1.6,48.05,0.4680815,35.3,-108.96764750000001,48.4282823,3.6,3.2,0.08,80.5,0.452,0.303,0.335,0.11599999999999999,761.6,,0.31,0.055999999999999994,170.92,,102.0,,918.35,1334.833333,131.5,556.0,390.1666667,257.1666667,,,,,,,,,,,,,,,,30005.0,,339.0476667,8.0,0.0,2645.0,2926.0,2859.0,85.0,65.0,1
126,Oklahoma,OK,40119,"Payne County, Oklahoma",31.0,27749.0,10.8,89.2,34.0,14.6,83.85,14756.8727,81.15,3.7,4.15,3.2,4.5,3.4,24.2,7.45,77942,39.1,24.15,0.485,19.95,34.2,19.55,26.1,0.8,9.45,9.9,81.15,3.7,3.4,3.2,4.15,4.5,84.35,0.6658284999999999,27.0,-96.9752553,36.0792254,4.0,4.7,0.06,22.1,0.281,0.175,0.309,0.085,436.0,55.5,0.21600000000000003,0.048,202.55,,55.5,4.8,278.25714289999996,3775.142857,497.2857143,1083.0,1216.5714289999999,978.2857142999999,,,,,,,,,,,,,,,,40119.0,,958.8862857,31.0,0.0,27749.0,29036.0,25679.0,0.0,0.0,1
127,Texas,TX,48065,"Carson County, Texas",9.0,2945.0,12.1,87.9,23.6,7.1,82.05,33313.615560000006,87.75,0.7,1.05,0.35,1.5,8.7,8.45,6.7,6214,52.6,7.35,0.385,5.9,33.7,9.9,23.0,3.3,11.35,18.7,87.75,0.7,8.7,0.35,1.05,1.5,88.1,0.77797175,40.7,-101.3553558,35.4054961,,,0.09,27.8,0.226,,0.3,0.10800000000000001,159.8,,0.153,0.045,192.27,,98.6,,1042.55,2185.0,200.5,877.0,611.5,496.0,,,,,,,,,,,,,,,,48065.0,,554.99,9.0,0.0,2945.0,2980.0,2778.0,26.0,35.0,1
128,Kansas,KS,20169,"Saline County, Kansas",53.0,21206.0,11.7,88.3,23.6,8.4,75.0,25468.904759999998,83.3,3.15,0.45,2.0,2.3,8.75,28.55,6.25,54841,33.3,12.3,0.42200000000000004,18.3,27.85,18.15,25.65,0.55,9.55,18.25,83.3,3.15,8.75,2.0,0.45,2.3,85.3,0.70348675,38.0,-97.65015340000001,38.7863268,3.4,3.4,0.08,57.7,0.34600000000000003,0.179,0.319,0.102,531.8,58.4,0.152,0.057999999999999996,361.27,4.7,62.2,9.5,398.1666667,3112.666667,287.6666667,1193.666667,998.0,633.3333332999999,,,,,,,,,,,,,,,,20169.0,,790.6173332999999,53.0,0.0,21206.0,22788.0,21496.0,437.0,616.0,1
129,Arkansas,AR,5061,"Howard County, Arkansas",35.0,4671.0,21.9,78.1,12.4,3.7,70.3,20240.65111,66.9,20.65,0.6,0.45,1.2,10.15,32.8,15.55,14021,47.9,21.9,0.466,32.0,22.6,13.35,17.7,3.75,9.7,33.0,66.9,20.65,10.15,0.45,0.6,1.2,67.35,0.50070575,38.8,-93.9909884,34.083178600000004,5.1,3.1,0.09,65.1,0.473,0.203,0.35700000000000004,0.127,1101.8,95.6,0.243,0.071,282.31,10.32,78.4,,187.45,5567.5,1340.0,1173.5,1596.0,1458.0,,,,,,,,,,,,,,,,5061.0,,1414.145,35.0,0.0,4671.0,4846.0,4462.0,143.0,99.0,1
130,Georgia,GA,13111,"Fannin County, Georgia",12.0,11764.0,22.1,77.9,16.2,7.2,72.45,24243.2654,96.0,0.25,0.45,0.6,1.15,1.55,18.25,13.1,23058,48.9,14.85,0.439,20.5,25.95,16.35,24.5,1.4,17.4,14.4,96.0,0.25,1.55,0.6,0.45,1.15,96.6,0.922035,47.2,-84.3192867,34.8638367,4.8,5.3,0.09,57.5,0.36200000000000004,0.267,0.29,0.132,88.6,75.9,0.248,0.096,424.75,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,11764.0,10584.0,10017.0,166.0,132.0,1
131,Georgia,GA,13011,"Banks County, Georgia",13.0,6946.0,27.0,73.0,10.5,3.9,71.7,27364.017780000002,90.0,2.95,0.15,1.1,0.9,4.9,13.5,16.3,17391,36.1,15.35,0.43700000000000006,14.85,23.05,13.65,23.3,2.6,17.05,20.4,90.0,2.95,4.9,1.1,0.15,0.9,91.1,0.8134755,37.5,-83.4984409,34.351921600000004,3.9,,0.1,49.0,0.25,0.275,0.282,0.10800000000000001,87.7,271.7,0.244,0.066,353.78,,81.9,,264.85,,,,,,596.5,710.5,482.5,423.5,534.0,312.5,765.0,867.5,661.5,588.5,714.5,462.5,607.0,722.0,492.0,13011.0,15.36111111,,13.0,0.0,6946.0,6241.0,6195.0,94.0,61.0,1
132,Wisconsin,WI,55037,"Florence County, Wisconsin",8.0,2651.0,12.6,87.4,12.1,2.1,80.9,23834.58889,97.6,0.1,0.6,0.15,0.95,0.55,38.05,15.25,4572,52.2,15.35,0.386,20.9,23.15,19.5,24.5,2.7,9.65,20.5,97.6,0.1,0.55,0.15,0.6,0.95,97.75,0.95273575,47.3,-88.4003217,45.8496459,3.4,2.4,,16.9,0.23800000000000002,0.258,0.304,0.095,202.7,,0.13,0.073,178.19,,,,378.55,2853.75,307.5,1049.5,658.5,838.25,412.75,523.5,301.75,162.5,260.5,64.75,643.0,765.0,521.25,401.5,523.5,280.25,439.5,541.75,337.25,55037.0,5.152777778,724.8525,8.0,0.0,2651.0,2685.0,2625.0,39.0,27.0,1
133,Texas,TX,48339,"Montgomery County, Texas",91.0,203083.0,14.1,85.9,29.7,8.8,77.0,32735.043489999996,72.95,4.3,0.3,1.95,1.45,19.1,19.8,6.95,433736,45.6,10.95,0.46,15.75,36.5,14.5,25.9,0.25,11.5,11.35,72.95,4.3,19.1,1.95,0.3,1.45,74.9,0.57109975,35.8,-95.5035226,30.3023644,3.8,3.8,0.08,41.2,0.252,0.134,0.289,0.08900000000000001,191.4,96.6,0.21899999999999997,0.06,260.31,3.63,62.2,6.3,71.44,4870.0,1091.4,1210.6,1120.6,1447.4,,,,,,,,,,,,,,,,48339.0,,1236.98,91.0,0.0,203083.0,157847.0,173113.0,1260.0,2224.0,1
134,Wisconsin,WI,55043,"Grant County, Wisconsin",52.0,24051.0,11.2,88.8,19.2,7.1,77.85,21634.213969999997,96.5,1.1,0.2,0.65,0.55,1.05,14.7,9.95,50088,42.0,13.0,0.4,12.65,29.8,17.6,22.2,3.25,9.0,18.25,96.5,1.1,1.05,0.65,0.2,0.55,97.15,0.93153275,36.5,-90.6953683,42.870062100000006,2.9,2.3,0.06,16.3,0.248,0.172,0.266,0.092,152.3,27.4,0.122,0.057999999999999996,164.26,,58.8,6.6,309.4,3661.5,392.0,1421.5,995.5,852.5,461.5,557.5,365.5,202.0,285.0,118.5,694.0,795.5,593.0,460.0,562.0,358.5,485.5,584.0,387.0,55043.0,7.8611111110000005,930.0210000000001,52.0,0.0,24051.0,24320.0,24248.0,377.0,399.0,1
135,Nebraska,NE,31015,"Boyd County, Nebraska",3.0,1142.0,10.3,89.7,13.2,2.3,66.8,19467.09461,97.15,0.0,0.5,0.4,0.35,1.55,13.85,10.95,2109,23.3,8.7,0.391,13.35,39.95,16.4,16.1,7.5,8.95,11.1,97.15,0.0,1.55,0.4,0.5,0.35,97.55,0.94410575,47.0,-98.77302209999999,42.8944477,2.0,,,,0.069,0.15,0.309,0.09,,,0.187,0.035,31.86,,,,516.4,2431.2,153.0,911.8,804.0,562.4,,,,,,,,,,,,,,,,31015.0,,617.5248,3.0,0.0,1142.0,1110.0,1071.0,21.0,10.0,1
136,Michigan,MI,26137,"Otsego County, Michigan",13.0,12529.0,10.8,89.2,19.4,6.4,73.95,22541.8308,96.0,0.15,0.35,0.4,1.95,1.1,23.35,7.35,24048,34.7,12.9,0.419,17.25,25.9,20.55,29.3,0.45,10.65,13.1,96.0,0.15,1.1,0.4,0.35,1.95,96.4,0.92213175,42.1,-84.57659659999999,45.0217942,4.1,4.1,0.07,31.0,0.24100000000000002,0.24100000000000002,0.317,0.114,103.8,52.8,0.14,0.109,174.84,,78.5,,395.42,,,,,,425.2,523.6,326.8,194.4,270.4,118.6,644.0,759.6,528.0,405.4,516.4,294.6,453.2,543.2,363.0,26137.0,5.844444444,,13.0,0.0,12529.0,12616.0,11855.0,230.0,163.0,1
137,Maryland,MD,24013,"Carroll County, Maryland",35.0,84879.0,10.5,89.5,31.1,11.8,80.1,40783.73905,91.4,3.35,0.2,1.45,1.4,2.2,7.25,6.15,168049,52.3,5.15,0.386,6.1,42.0,14.9,24.1,0.4,10.85,7.85,91.4,3.35,2.2,1.45,0.2,1.4,92.85,0.8374125,39.9,-77.0155121,39.563189200000004,3.0,3.4,0.07,18.4,0.195,0.177,0.28300000000000003,0.087,153.6,106.6,0.081,0.062,196.2,1.46,49.0,4.4,228.6,4340.0,901.0,1196.0,1124.0,1119.0,540.0,655.0,425.0,337.0,433.0,241.0,734.0,856.0,612.0,526.0,652.0,401.0,558.0,673.0,443.0,24013.0,12.22222222,1102.36,35.0,0.0,84879.0,84760.0,87536.0,2197.0,2836.0,1
138,North Dakota,ND,38067,"Pembina County, North Dakota",6.0,3093.0,14.1,85.9,16.7,2.3,70.5,28562.67778,92.55,0.2,2.15,0.05,1.6,3.45,8.05,11.55,7510,22.7,8.4,0.425,9.45,29.85,14.15,22.35,7.05,9.35,17.25,92.55,0.2,3.45,0.05,2.15,1.6,92.6,0.8584629999999999,46.2,-97.5454045,48.766895899999994,2.2,2.0,0.08,21.0,0.243,0.174,0.32899999999999996,0.10099999999999999,68.1,,0.11900000000000001,0.065,58.27,,90.3,,257.4,1991.0,126.0,954.5,452.5,458.0,381.0,485.5,277.0,76.0,167.0,-15.5,651.5,767.0,535.5,386.0,492.0,279.5,406.5,509.5,303.0,38067.0,3.388888889,505.714,6.0,0.0,3093.0,3307.0,3255.0,91.0,103.0,1
139,Georgia,GA,13285,"Troup County, Georgia",15.0,25793.0,20.7,79.3,19.4,6.9,75.8,24154.25492,61.4,33.2,0.15,1.25,1.15,2.9,30.8,14.55,65229,51.5,19.25,0.43799999999999994,28.85,28.0,18.1,23.25,0.3,9.8,20.55,61.4,33.2,2.9,1.25,0.15,1.15,62.65,0.48835175,35.8,-85.02835999999999,33.034482000000004,3.9,3.9,0.11,69.3,0.455,0.149,0.309,0.13699999999999998,641.9,162.9,0.212,0.10099999999999999,340.79,4.41,61.0,8.4,222.5,5229.0,1471.0,1355.0,1236.0,1167.0,624.0,747.0,501.0,459.0,577.0,341.0,782.0,895.0,669.0,621.0,759.0,483.0,631.0,753.0,508.0,13285.0,16.88888889,1328.1660000000002,15.0,0.0,25793.0,26028.0,25986.0,182.0,260.0,1
140,South Dakota,SD,46111,"Sanborn County, South Dakota",4.0,1123.0,15.4,84.6,15.3,2.9,71.05,23822.18635,97.1,0.0,0.35,0.4,0.45,1.75,21.85,16.15,2406,35.7,12.8,0.387,20.4,28.6,17.5,21.7,8.1,9.15,14.9,97.1,0.0,1.75,0.4,0.35,0.45,97.5,0.94319575,44.2,-98.0921054,44.021031799999996,2.2,,,,0.14800000000000002,,0.345,0.098,,,0.16399999999999998,0.035,0.0,,,,397.8,2364.0,172.0,893.0,768.0,531.0,470.0,592.0,349.0,200.0,306.0,94.0,717.0,845.0,589.0,472.0,599.0,346.0,487.0,611.0,362.0,46111.0,8.333333332999999,600.456,4.0,0.0,1123.0,1207.0,1115.0,38.0,38.0,1
141,Nevada,NV,32021,"Mineral County, Nevada",12.0,1997.0,13.7,86.3,8.2,1.7,66.2,33848.14826,72.7,2.4,13.2,0.8,1.9,8.95,32.15,15.3,4748,100.0,20.0,0.486,11.8,26.8,22.85,24.3,0.0,10.2,15.9,72.7,2.4,8.95,0.8,13.2,1.9,73.5,0.55496425,50.6,-118.4162794,38.516647,4.5,4.3,0.08,43.5,0.35600000000000004,0.267,0.295,0.12,587.9,,0.23,0.127,576.62,,133.0,,1358.8,485.5,112.5,99.0,168.5,105.5,557.0,699.5,415.0,370.0,488.5,252.0,757.5,917.0,597.5,539.5,682.5,397.0,557.0,705.0,409.0,32021.0,13.16666667,123.31700000000001,12.0,0.0,1997.0,2307.0,2035.0,94.0,92.0,1
142,Nebraska,NE,31171,"Thomas County, Nebraska",6.0,387.0,6.7,93.3,16.2,2.3,78.2,26610.015880000003,98.0,0.2,0.1,0.15,0.6,1.05,0.0,27.3,654,0.0,9.75,0.516,0.0,40.9,8.65,21.75,6.45,8.35,13.95,98.0,0.2,1.05,0.15,0.1,0.6,98.15,0.9605535,47.0,-100.5069105,41.848620200000006,1.2,1.1,,,0.087,,0.322,0.10099999999999999,,,0.2,0.044000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,387.0,390.0,408.0,8.0,6.0,1
143,Missouri,MO,29051,"Cole County, Missouri",29.0,37261.0,11.1,88.9,30.5,10.0,77.55,29669.3454,84.15,10.45,0.35,1.25,1.75,2.15,17.35,8.3,74863,40.2,9.55,0.405,12.3,38.95,15.05,27.65,0.2,8.25,9.9,84.15,10.45,2.15,1.25,0.35,1.75,85.4,0.7199795,36.8,-92.27140390000001,38.5068473,3.3,2.5,0.08,35.0,0.354,0.18,0.303,0.092,447.4,231.7,0.125,0.053,386.01,3.85,60.8,6.9,189.45,4353.0,692.0,1292.0,1231.0,1138.0,556.5,663.5,448.5,335.5,433.5,237.0,763.5,868.5,658.5,552.0,666.0,439.0,569.5,683.0,455.5,29051.0,13.13888889,1105.662,29.0,0.0,37261.0,38745.0,37062.0,401.0,567.0,1
144,Arkansas,AR,5013,"Calhoun County, Arkansas",21.0,2264.0,22.2,77.8,6.6,1.7,66.95,24009.61778,73.1,22.3,0.1,0.1,1.65,2.8,21.7,20.7,5389,67.5,13.85,0.391,12.15,19.3,11.9,15.3,3.75,15.85,33.85,73.1,22.3,2.8,0.1,0.1,1.65,73.2,0.58514825,40.4,-92.513879,33.5604604,3.3,,0.11,42.0,0.447,0.35,0.342,0.12,369.4,98.2,0.213,0.09,83.38,,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0,2264.0,2217.0,2174.0,64.0,56.0,1
145,Kansas,KS,20189,"Stevens County, Kansas",19.0,1853.0,21.0,79.0,13.9,4.2,77.6,29374.36984,67.7,0.3,0.4,0.3,0.9,30.4,24.6,11.35,5434,51.2,12.25,0.37200000000000005,16.8,30.0,10.7,21.2,7.5,17.65,12.9,67.7,0.3,30.4,0.3,0.4,0.9,68.0,0.55086,34.5,-101.31579559999999,37.202356099999996,,1.1,0.04,50.9,0.10400000000000001,0.245,0.337,0.10300000000000001,124.7,,0.215,0.040999999999999995,25.53,,104.9,,947.9,1914.0,150.0,876.0,519.0,369.0,553.0,695.0,412.0,344.0,483.0,206.0,762.0,900.0,625.0,542.0,688.0,396.0,561.0,704.0,418.0,20189.0,12.94444444,486.156,19.0,0.0,1853.0,2127.0,2034.0,29.0,33.0,1
146,South Dakota,SD,46057,"Hamlin County, South Dakota",7.0,2762.0,12.7,87.3,16.7,4.4,73.7,23384.79651,96.75,0.5,0.4,0.1,0.5,1.75,14.4,8.8,5761,11.3,8.45,0.42,12.9,30.15,15.95,17.9,3.7,11.9,20.35,96.75,0.5,1.75,0.1,0.4,0.5,96.85,0.9364295,38.0,-97.178598,44.680618700000004,2.8,1.6,0.04,32.8,0.14800000000000002,0.179,0.305,0.09300000000000001,66.9,,0.14,0.043,136.65,,,,512.2,2474.5,159.5,1039.0,661.5,614.5,,,,,,,,,,,,,,,,46057.0,,628.523,7.0,0.0,2762.0,2787.0,2793.0,83.0,69.0,1
147,South Dakota,SD,46005,"Beadle County, South Dakota",10.0,6772.0,17.7,82.3,19.7,4.9,64.45,24976.983490000002,89.35,0.55,0.9,1.85,2.0,5.25,15.9,12.5,16621,58.6,11.6,0.424,11.0,30.1,15.7,19.85,3.6,9.65,21.15,89.35,0.55,5.25,1.85,0.9,2.0,91.2,0.801952,41.5,-98.2794224,44.4182649,3.5,1.9,0.08,47.5,0.272,0.172,0.302,0.08,433.0,,0.152,0.035,,,58.2,,390.1,2290.0,162.0,928.0,688.0,512.0,460.0,575.0,345.0,191.0,291.0,91.0,711.0,833.0,589.0,459.0,576.0,342.0,474.0,594.0,355.0,46005.0,7.777777778,581.66,10.0,0.0,6772.0,7714.0,7263.0,167.0,152.0,1
148,Alabama,AL,1019,"Cherokee County, Alabama",25.0,10503.0,26.6,73.4,10.5,4.2,68.8,26915.903489999997,92.0,5.1,0.55,0.15,1.0,1.2,20.7,10.45,25208,24.2,16.1,0.439,24.2,24.6,15.55,20.25,1.4,13.25,25.0,92.0,5.1,1.2,0.15,0.55,1.0,92.15,0.8492775,43.9,-85.6542417,34.0695153,6.1,5.2,0.09,52.2,0.258,0.244,0.314,0.136,268.6,119.8,0.172,0.071,335.88,,80.9,,181.35,5203.5,1470.0,1260.5,1325.0,1148.0,,,,,,,,,,,,,,,,1019.0,,1321.6889999999999,25.0,0.0,10503.0,9745.0,9792.0,141.0,154.0,1
149,Mississippi,MS,28043,"Grenada County, Mississippi",12.0,10442.0,26.1,73.9,18.6,5.8,74.85,24793.67683,56.2,41.75,0.1,0.35,0.75,0.9,41.55,23.45,22454,63.2,24.95,0.49200000000000005,38.65,26.95,15.95,23.55,0.5,9.7,23.45,56.2,41.75,0.9,0.35,0.1,0.75,56.55,0.49030075,38.5,-89.8027404,33.770031,4.3,3.9,0.12,68.7,0.46399999999999997,0.27699999999999997,0.37799999999999995,0.14400000000000002,972.1,443.6,0.192,0.096,356.47,18.03,83.0,13.9,78.45,5729.0,1632.5,1258.5,1560.5,1277.5,,,,,,,,,,,,,,,,28043.0,,1455.1660000000002,12.0,0.0,10442.0,11321.0,11335.0,58.0,61.0,1
150,Tennessee,TN,47077,"Henderson County, Tennessee",15.0,10172.0,21.2,78.8,11.8,4.4,73.45,27084.528260000003,88.7,7.55,0.25,0.25,1.65,1.65,21.95,22.3,27228,29.6,16.45,0.42700000000000005,20.05,25.85,14.35,22.6,0.35,14.0,22.85,88.7,7.55,1.65,0.25,0.25,1.65,88.95,0.79302625,39.4,-88.3876741,35.6539945,3.3,2.8,0.1,57.3,0.37,0.259,0.364,0.115,562.5,78.3,0.16,0.106,602.84,,76.3,9.3,165.05,5262.0,1381.0,1154.5,1505.0,1221.5,587.5,700.5,475.0,390.0,495.5,284.5,771.5,876.5,666.0,584.0,702.0,466.0,602.0,724.0,480.5,47077.0,14.86111111,1336.5479999999998,15.0,0.0,10172.0,10834.0,10055.0,144.0,117.0,1
151,South Carolina,SC,45003,"Aiken County, South Carolina",84.0,74773.0,16.3,83.7,23.5,8.6,76.75,29120.2181,68.3,24.9,0.35,0.75,1.55,4.25,28.15,13.7,156373,38.8,16.35,0.46299999999999997,23.3,32.95,16.7,22.5,0.75,11.05,16.05,68.3,24.9,4.25,0.75,0.35,1.55,69.05,0.530605,39.6,-81.6338704,33.549316600000004,3.5,3.6,0.1,45.8,0.42100000000000004,0.18899999999999997,0.319,0.11,514.1,298.5,0.17300000000000001,0.08199999999999999,401.2,7.03,75.6,9.7,,,,,,,,,,,,,,,,,,,,,,,,,84.0,0.0,74773.0,69770.0,70363.0,820.0,999.0,1
152,Illinois,IL,17019,"Champaign County, Illinois",118.0,89196.0,7.7,92.3,41.2,20.7,84.95,20303.03524,72.75,11.95,0.2,8.25,2.25,4.7,22.45,8.1,196608,52.0,20.55,0.47700000000000004,19.0,42.05,17.85,23.95,0.45,6.1,9.65,72.75,11.95,4.7,8.25,0.2,2.25,81.0,0.5530619999999999,28.6,-88.19720140000001,40.1391496,2.6,3.0,0.08,20.1,0.368,0.161,0.27399999999999997,0.077,675.8,177.4,0.13,0.08,616.37,2.78,42.5,8.4,218.45,4061.625,688.5,1276.5,1100.75,995.875,,,,,,,,,,,,,,,,17019.0,,1031.65275,118.0,0.0,89196.0,84143.0,78359.0,1675.0,2216.0,0
153,Utah,UT,49019,"Grand County, Utah",18.0,4456.0,16.1,83.9,24.3,8.9,66.15,20127.38445,85.15,0.3,4.2,0.65,1.25,8.45,25.15,11.9,9316,34.3,14.65,0.373,17.85,28.8,21.15,27.25,0.7,13.5,8.6,85.15,0.3,8.45,0.65,4.2,1.25,85.8,0.734164,40.5,-109.57345020000001,38.9743261,3.3,4.3,0.07,53.9,0.294,0.174,0.20600000000000002,0.062,235.9,,0.23600000000000002,0.08800000000000001,208.43,,122.6,,1585.5,1074.142857,218.5714286,254.28571430000002,264.0,337.2857143,529.8571429,660.2857142999999,399.14285710000007,309.0,414.57142860000005,203.28571430000002,750.1428571,899.8571429,600.4285714,524.0,657.2857142999999,390.7142857,532.1428571,665.1428571,399.2857143,49019.0,11.65873016,272.8322857,18.0,0.0,4456.0,4077.0,3950.0,139.0,227.0,1
154,Kentucky,KY,21099,"Hart County, Kentucky",19.0,7263.0,32.3,67.7,9.2,4.5,70.85,20618.4727,92.25,5.5,0.1,0.1,1.1,1.0,34.4,25.85,18243,29.8,23.95,0.474,29.6,21.4,16.1,17.25,1.95,17.3,26.0,92.25,5.5,1.0,0.1,0.1,1.1,92.35,0.85425425,39.9,-85.88199449999999,37.313856200000004,5.5,4.0,0.08,53.2,0.28600000000000003,0.295,0.33299999999999996,0.13,230.3,,0.18899999999999997,0.078,65.18,,70.3,,182.9,4991.0,1255.0,1124.0,1476.0,1136.0,,,,,,,,,,,,,,,,21099.0,,1267.714,19.0,0.0,7263.0,6818.0,6622.0,131.0,82.0,1
